Race of Victims (Multiple races including white);State;Race;Execution Volunteer;Foreign National;Region;Sex;Table Name
Latino;Texas;Latino;Not a Volunteer;Not a Foreign National;South;Male;ExecutionsPS
Latino;Texas;Latino;Not a Volunteer;Not a Foreign National;South;Male;ExecutionsPS
Multiple Races (including White);Florida;Latino;Not a Volunteer;Not a Foreign National;South;Male;ExecutionsPS
Latino;Texas;Latino;Not a Volunteer;Not a Foreign National;South;Male;ExecutionsPS
Latino;Texas;Latino;Not a Volunteer;Not a Foreign National;South;Male;ExecutionsPS
White;Utah;White;Not a Volunteer;Not a Foreign National;West;Male;ExecutionsPS
White;Arizona;Black;Not a Volunteer;Not a Foreign National;West;Male;ExecutionsPS
White;Arizona;Native American;Not a Volunteer;Not a Foreign National;West;Male;ExecutionsPS
White;Arizona;White;Not a Volunteer;Not a Foreign National;West;Male;ExecutionsPS
White;Arizona;White;Not a Volunteer;Not a Foreign National;West;Male;ExecutionsPS
White;Arizona;White;Not a Volunteer;Not a Foreign National;West;Male;ExecutionsPS
White;California;Native American;Not a Volunteer;Not a Foreign National;West;Male;ExecutionsPS
White;Arizona;White;Not a Volunteer;Not a Foreign National;West;Male;ExecutionsPS
White;Arizona;White;Not a Volunteer;Not a Foreign National;West;Male;ExecutionsPS
White;Arizona;White;Not a Volunteer;Not a Foreign National;West;Male;ExecutionsPS
White;California;White;Not a Volunteer;Not a Foreign National;West;Male;ExecutionsPS
White;Idaho;White;Not a Volunteer;Not a Foreign National;West;Male;ExecutionsPS
White;Washington;White;Not a Volunteer;Not a Foreign National;West;Male;ExecutionsPS
White;Arizona;White;Not a Volunteer;Not a Foreign National;West;Male;ExecutionsPS
White;Arizona;White;Not a Volunteer;Not a Foreign National;West;Male;ExecutionsPS
White;California;White;Not a Volunteer;Not a Foreign National;West;Male;ExecutionsPS
White;Idaho;White;Not a Volunteer;Not a Foreign National;West;Male;ExecutionsPS
White;Arizona;White;Not a Volunteer;Not a Foreign National;West;Male;ExecutionsPS
Latino;Arizona;White;Not a Volunteer;Not a Foreign National;West;Male;ExecutionsPS
Multiple Races (including White);Arizona;White;Not a Volunteer;Not a Foreign National;West;Male;ExecutionsPS
Latino;Arizona;Latino;Not a Volunteer;Not a Foreign National;West;Male;ExecutionsPS
Native American;Texas;White;Not a Volunteer;Not a Foreign National;South;Male;ExecutionsPS
Native American;North Carolina;Native American;Not a Volunteer;Not a Foreign National;South;Male;ExecutionsPS
Asian;Ohio;Black;Not a Volunteer;Not a Foreign National;Midwest;Male;ExecutionsPS
Asian;Texas;Black;Not a Volunteer;Not a Foreign National;South;Male;ExecutionsPS
Asian;Texas;Black;Not a Volunteer;Not a Foreign National;South;Male;ExecutionsPS
Asian;Oklahoma;White;Not a Volunteer;Not a Foreign National;South;Male;ExecutionsPS
Asian;Oklahoma;White;Not a Volunteer;Not a Foreign National;South;Male;ExecutionsPS
Asian;Texas;White;Not a Volunteer;Not a Foreign National;South;Male;ExecutionsPS
Asian;Oklahoma;Black;Not a Volunteer;Not a Foreign National;South;Male;ExecutionsPS
Asian;Texas;Black;Not a Volunteer;Not a Foreign National;South;Male;ExecutionsPS
Asian;Texas;Black;Not a Volunteer;Not a Foreign National;South;Male;ExecutionsPS
Asian;Texas;Latino;Not a Volunteer;Not a Foreign National;South;Male;ExecutionsPS
Asian;Texas;Black;Not a Volunteer;Not a Foreign National;South;Male;ExecutionsPS
Multiple Races (including White);California;Black;Not a Volunteer;Not a Foreign National;West;Male;ExecutionsPS
White;Ohio;White;Volunteer;Not a Foreign National;Midwest;Male;ExecutionsPS
White;Ohio;White;Volunteer;Not a Foreign National;Midwest;Male;ExecutionsPS
White;South Dakota;White;Volunteer;Not a Foreign National;Midwest;Male;ExecutionsPS
White;South Dakota;White;Volunteer;Not a Foreign National;Midwest;Male;ExecutionsPS
White;South Dakota;White;Volunteer;Not a Foreign National;Midwest;Male;ExecutionsPS
White;Nebraska;White;Volunteer;Not a Foreign National;Midwest;Male;ExecutionsPS
White;Indiana;White;Volunteer;Not a Foreign National;Midwest;Male;ExecutionsPS
White;Ohio;White;Volunteer;Not a Foreign National;Midwest;Male;ExecutionsPS
White;Missouri;White;Volunteer;Not a Foreign National;Midwest;Male;ExecutionsPS
White;Ohio;White;Volunteer;Not a Foreign National;Midwest;Male;ExecutionsPS
White;Ohio;White;Volunteer;Not a Foreign National;Midwest;Male;ExecutionsPS
White;Ohio;White;Volunteer;Not a Foreign National;Midwest;Male;ExecutionsPS
White;Connecticut;White;Volunteer;Not a Foreign National;Northeast;Male;ExecutionsPS
Multiple Races (including White);Tennessee;White;Volunteer;Not a Foreign National;South;Male;ExecutionsPS
Multiple Races (including White);Virginia;White;Volunteer;Not a Foreign National;South;Male;ExecutionsPS
White;Texas;Latino;Volunteer;Not a Foreign National;South;Male;ExecutionsPS
White;Texas;Latino;Volunteer;Not a Foreign National;South;Male;ExecutionsPS
White;Texas;Latino;Volunteer;Not a Foreign National;South;Male;ExecutionsPS
White;Alabama;White;Volunteer;Not a Foreign National;South;Male;ExecutionsPS
White;Alabama;White;Volunteer;Not a Foreign National;South;Male;ExecutionsPS
White;Alabama;White;Volunteer;Not a Foreign National;South;Male;ExecutionsPS
White;Alabama;White;Volunteer;Not a Foreign National;South;Male;ExecutionsPS
White;Florida;White;Volunteer;Not a Foreign National;South;Male;ExecutionsPS
White;Oklahoma;White;Volunteer;Not a Foreign National;South;Male;ExecutionsPS
White;South Carolina;White;Volunteer;Not a Foreign National;South;Male;ExecutionsPS
White;Florida;White;Volunteer;Not a Foreign National;South;Male;ExecutionsPS
White;Texas;Black;Volunteer;Not a Foreign National;South;Male;ExecutionsPS
White;South Carolina;Black;Volunteer;Not a Foreign National;South;Male;ExecutionsPS
White;Texas;Latino;Volunteer;Not a Foreign National;South;Male;ExecutionsPS
White;Alabama;White;Volunteer;Not a Foreign National;South;Male;ExecutionsPS
White;Florida;White;Volunteer;Not a Foreign National;South;Male;ExecutionsPS
White;Georgia;White;Volunteer;Not a Foreign National;South;Male;ExecutionsPS
White;Louisiana;White;Volunteer;Not a Foreign National;South;Male;ExecutionsPS
White;South Carolina;White;Volunteer;Not a Foreign National;South;Male;ExecutionsPS
White;Texas;White;Volunteer;Not a Foreign National;South;Male;ExecutionsPS
White;Virginia;White;Volunteer;Not a Foreign National;South;Male;ExecutionsPS
White;Texas;White;Volunteer;Not a Foreign National;South;Male;ExecutionsPS
White;Alabama;White;Volunteer;Not a Foreign National;South;Male;ExecutionsPS
White;Kentucky;White;Volunteer;Not a Foreign National;South;Male;ExecutionsPS
White;Texas;White;Volunteer;Not a Foreign National;South;Male;ExecutionsPS
White;Virginia;White;Volunteer;Not a Foreign National;South;Male;ExecutionsPS
Multiple Races (including White);Texas;White;Volunteer;Not a Foreign National;South;Male;ExecutionsPS
Multiple Races (including White);South Carolina;White;Volunteer;Not a Foreign National;South;Male;ExecutionsPS
White;North Carolina;White;Volunteer;Not a Foreign National;South;Male;ExecutionsPS
White;Texas;White;Volunteer;Not a Foreign National;South;Male;ExecutionsPS
White;Virginia;White;Volunteer;Not a Foreign National;South;Male;ExecutionsPS
White;Florida;White;Volunteer;Not a Foreign National;South;Male;ExecutionsPS
White;Arkansas;White;Volunteer;Not a Foreign National;South;Male;ExecutionsPS
Latino;Texas;White;Volunteer;Not a Foreign National;South;Male;ExecutionsPS
Black;Delaware;Black;Volunteer;Not a Foreign National;South;Male;ExecutionsPS
Black;South Carolina;White;Volunteer;Not a Foreign National;South;Male;ExecutionsPS
Latino;Texas;Latino;Volunteer;Not a Foreign National;South;Male;ExecutionsPS
White;Arizona;White;Volunteer;Not a Foreign National;West;Male;ExecutionsPS
White;Nevada;White;Volunteer;Not a Foreign National;West;Male;ExecutionsPS
White;Nevada;Black;Volunteer;Not a Foreign National;West;Male;ExecutionsPS
White;Nevada;White;Volunteer;Not a Foreign National;West;Male;ExecutionsPS
White;New Mexico;White;Volunteer;Not a Foreign National;West;Male;ExecutionsPS
White;Washington;White;Volunteer;Not a Foreign National;West;Male;ExecutionsPS
White;Montana;White;Volunteer;Not a Foreign National;West;Male;ExecutionsPS
Native American;Oklahoma;Native American;Not a Volunteer;Not a Foreign National;South;Male;ExecutionsPS
Other;North Carolina;Other Race;Not a Volunteer;Not a Foreign National;South;Male;ExecutionsPS
Other;Texas;Black;Not a Volunteer;Not a Foreign National;South;Male;ExecutionsPS
Other;Texas;Black;Not a Volunteer;Not a Foreign National;South;Male;ExecutionsPS
